num,stationCode,stationName,stop_lat,stop_lon
1,PVR,PANDHARPUR,17.66864,75.319433
2,KWV,KURDUVADI,18.091768,75.417538
3,JEUR,JEUR,18.260653,75.162191
4,DD,DAUND JN,18.463897,74.578972
5,KDG,KEDGAON,18.48208,74.37667
6,URI,URULI,18.494017,74.1366
7,PUNE,PUNE JN,18.529178,73.872886
8,CCH,CHINCHVAD,18.639373,73.791862
9,TGN,TALEGAON,18.735029,73.672214
10,KYN,KALYAN JN,19.235126,73.13015
11,TNA,THANE,19.185887,72.975547
12,DR,DADAR,19.017189,72.842982
